"...1","...2","game_str","play_id","timestamp","p_field_x","p_field_y","c_field_x","c_field_y","1b_field_x","1b_field_y","2b_field_x","2b_field_y","3b_field_x","3b_field_y","ss_field_x","ss_field_y","lf_field_x","lf_field_y","cf_field_x","cf_field_y","rf_field_x","rf_field_y","bat_field_x","bat_field_y","run1b_field_x","run1b_field_y","run2b_field_x","run2b_field_y","run3b_field_x","run3b_field_y","ball_position_x","ball_position_y","ball_position_z","at_bat.x","play_per_game","event_player","event_code","home_team","away_team","at_bat.y","inning","top_bottom_inning","pitcher","catcher","first_base","second_base","third_base","shortstop","left_field","center_field","right_field","batter","first_baserunner","second_baserunner","third_baserunner","team_bat","team_fld","game_play","ball_pos_x_3","ball_pos_x_2","ball_pos_y_2","ball_pos_y_3","ball_pos_z_2","ball_pos_z_3","timestamp3","timestamp2","ball_distance_xy","ball_distance_delta","time_diff","exit_velo","launch_angle","spray_angle","to_base","""game_play""","binary","what_to_track","catch","ball_height","next_ball_position_x","next_ball_position_y","next_ball_position_z","fielder_col_name_x","fielder_col_name_y","current_fielder_pos_x","current_fielder_pos_y","current_fielding_pos_z","fielder_dist_from_ball","momentumx","momentumy","binary2"
13359,342657,"1902_05_TeamML_TeamB",254,16273979,-14.5044,23.6979,-1.4364,-2.3115,29.0571,80.5035,11.1042,142.6416,-60.3435,87.3333,36.5379,152.5062,-125.067,210.0672,54.7302,323.8074,68.2164,303.951,60.4137,57.3561,-6.3516,123.8832,-59.2656,62.5137,-1.7058,2.9298,63.3981,301.188,-0.1677231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_05_TeamML_TeamB 254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.20826504749918,"game_play",0,"RF",NA,"ground",63.7242,302.619,-0.1257921,"rf_field_x","rf_field_y",68.2164,303.951,6,5.55429418468271,2.65950000000001,-3.61500000000001,1
13606,349203,"1902_06_TeamML_TeamB",99,3351374,6.5013,-9.7581,12.9372,26.0076,58.9551,67.029,90.1986,97.2168,-54.9972,67.032,1.1718,123.5133,-133.7751,221.9517,-6.7029,280.8999,126.1452,200.0856,69.9759,70.6101,1.0752,126.2802,-61.1211,62.586,5.0283,-1.0248,98.6763,90.5847,7.85241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_06_TeamML_TeamB 99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.8690569819223,"game_play",0,"just ball",NA,"fielder has it",101.1696,92.4081,7.22334,NA,NA,NA,NA,6,NA,NA,NA,0
13856,351868,"1902_06_TeamML_TeamB",170,5881724,6.6408,11.8872,0.9126,1.5693,34.9584,70.8909,4.4814,146.0193,-58.3884,77.5089,-6.4734,137.0871,-115.9017,257.7885,19.185,260.6565,130.5684,244.671,47.2842,35.3394,5.4588,124.2633,-60.1935,62.3922,NA,NA,16.60563,256.7628,-0.677064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_06_TeamML_TeamB 170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8134431019341,"game_play",0,"CF",NA,"ground",16.82526,258.513,-0.745377,"cf_field_x","cf_field_y",19.185,260.6565,6,4.67055128297503,0.0846000000000018,2.8707,0
14029,353006,"1902_06_TeamML_TeamB",210,7315774,-9.1206,19.5495,0.0279,-2.4414,42.468,64.1676,53.6745,138.9417,-65.2938,74.4357,-23.0694,135.2187,-126.5298,253.9431,45.5112,292.6848,98.7195,222.2469,44.2215,32.7189,NA,NA,-61.8159,62.0034,-12.9075,14.898,100.2747,223.1775,-1.082865,55,211,"RF","ball acquired","TeamB","TeamML",55,7,"Top",1493,2925,1918,1607,2646,1650,1124,2183,1657,6410,9602,0,0,"TeamML","TeamB","1902_06_TeamML_TeamB 210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.6311251500707,"game_play",0,"RF",NA,"fielder has it",NA,NA,NA,"rf_field_x","rf_field_y",98.7195,222.2469,6,1.81236403627969,2.3883,1.66619999999998,1
14189,355231,"1902_06_TeamML_TeamB",265,9396474,5.5044,26.5665,-1.2921,4.9809,52.6635,62.205,-0.8886,133.6194,-43.6407,66.0333,-69.1224,119.9877,-103.2366,208.8228,-3.8136,281.6553,96.0432,189.63,43.1001,31.2867,2.4843,125.3313,-60.2706,62.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_06_TeamML_TeamB 265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4398105884632,"game_play",0,"LF",NA,"fielder has it",NA,NA,NA,"lf_field_x","lf_field_y",-103.2366,208.8228,6,NA,-1.45350000000001,2.77109999999999,0
14379,358140,"1902_07_TeamMJ_TeamB",43,1466202,11.8752,42.5505,0.3474,-4.1799,44.6028,81.6534,31.3824,179.7207,-60.6342,89.979,-11.6973,137.6598,-120.3522,231.3051,77.5815,314.6559,102.1176,288.0795,56.6544,49.7541,NA,NA,-60.5916,62.139,NA,NA,73.7259,325.116,0,14,43,"CF","ball acquired","TeamB","TeamMJ",14,2,"Top",2359,2925,1918,1607,1748,1650,1930,2183,1124,9087,0,9384,0,"TeamMJ","TeamB","1902_07_TeamMJ_TeamB 43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6874268056049,"game_play",0,"CF",NA,"fielder has it",NA,NA,NA,"cf_field_x","cf_field_y",77.5815,314.6559,6,11.1480645571328,-2.98560000000001,-1.34309999999999,0
14575,362276,"1902_07_TeamMJ_TeamB",162,5832402,6.498,50.7912,2.5368,1.9146,55.2216,92.5209,0.7083,138.4002,-76.1628,73.6308,-49.9566,137.7297,-171.9516,242.2224,11.6097,281.1549,130.8123,225.8574,50.0448,39.1206,NA,NA,-61.4856,62.5062,NA,NA,-193.6416,199.2132,-0.226605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_07_TeamMJ_TeamB 162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1673140262338,"game_play",0,"LF",NA,"ground",-194.9874,200.4075,-0.2018625,"lf_field_x","lf_field_y",-171.9516,242.2224,6,48.1689462687321,3.19710000000001,1.09290000000001,0
14782,363938,"1902_07_TeamMJ_TeamB",208,7760552,9.2922,22.6719,0.4908,-0.7476,40.0278,75.9483,9.06,140.5131,-57.6987,84.1905,-10.8933,134.112,-118.7085,224.658,32.2767,277.2465,82.8591,285.4806,35.8842,24.816,4.2801,124.839,-59.7783,62.6727,NA,NA,34.7238,244.2318,-0.2652819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_07_TeamMJ_TeamB 208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8325150471336,"game_play",0,"CF",NA,"ground",34.8855,245.2074,-0.2439216,"cf_field_x","cf_field_y",32.2767,277.2465,6,33.1052671715545,-1.1739,3.14339999999999,0
15130,378536,"1902_08_TeamMJ_TeamB",351,13417205,3.4683,35.1711,-0.2382,0.5718,48.1776,74.9262,-1.6905,135.8367,-59.7495,86.271,-61.4619,102.1095,-90.0864,208.4901,2.6367,271.5348,117.3222,224.2722,45.0276,36.9924,-0.7368,124.1931,-63.8295,62.9919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_08_TeamMJ_TeamB 351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6133266126803,"game_play",0,"LF",NA,"fielder has it",NA,NA,NA,"lf_field_x","lf_field_y",-90.0864,208.4901,6,NA,-0.760800000000003,2.16,0
15293,384537,"1902_09_TeamMJ_TeamB",141,5124355,11.1258,49.5546,0.9216,0.8526,56.8422,60.4704,59.2863,146.2887,-64.5483,76.2051,-6.9984,132.156,-125.7531,255.9717,31.356,298.2051,86.2116,231.2073,48.6636,41.2314,5.4594,124.5246,-61.047,62.6211,NA,NA,84.57,228.6963,-0.01374192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_09_TeamMJ_TeamB 141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0653853015834,"game_play",0,"RF",NA,"ground",85.398,230.6604,0,"rf_field_x","rf_field_y",86.2116,231.2073,6,2.99999525999626,2.1297,1.82820000000001,0
15454,384698,"1902_09_TeamMJ_TeamB",142,5348305,-1.4646,45.897,0.7188,2.4915,59.9868,78.2565,6.7443,133.1835,-75.9213,72.0042,-81.8034,128.1594,-183.4047,241.1259,-15.2871,299.2701,116.0421,245.6352,51.9753,43.3527,-3.5658,126.8964,-58.6086,62.4945,NA,NA,-218.9757,202.6389,0.3819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_09_TeamMJ_TeamB 142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5291013442614,"game_play",0,"LF",NA,"ground",-219.6861,204.0528,0.4656,"lf_field_x","lf_field_y",-183.4047,241.1259,6,52.4074919262504,2.08109999999999,0.465900000000005,0
15679,395891,"1902_10_TeamMI_TeamA3",147,5156631,5.3784,31.6788,-0.7341,-4.917,57.4314,80.5041,-5.949,139.9215,-78.9318,78.7626,-87.885,126.0597,-164.6139,230.1108,8.187,296.7525,119.5245,227.1483,49.8045,38.8326,8.1291,123.7335,-59.7078,62.0244,NA,NA,-177.765,173.4342,-2.48706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_10_TeamMI_TeamA3 147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5351492280322,"game_play",0,"LF",NA,"ground",-177.4299,173.7459,-2.447025,"lf_field_x","lf_field_y",-164.6139,230.1108,6,58.1823720620774,2.09520000000001,2.0925,0
16192,413373,"1902_12_TeamMI_TeamA3",105,3496754,-4.3185,49.9935,-0.3375,-5.1834,43.8027,89.3178,31.3497,173.2476,-71.115,78.4269,-21.8856,135.8325,-96.0405,249.8283,84.0747,330.6045,106.3227,303.7455,44.1372,29.2743,4.071,125.3997,-60.3978,62.8995,-21.2457,20.124,87.5058,305.373,40.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_12_TeamMI_TeamA3 105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6423092520362,"game_play",0,"CF",NA,"air",88.7499,307.374,38.2182,"cf_field_x","cf_field_y",84.0747,330.6045,6,25.4637200632586,-4.15830000000001,0.608100000000036,0
16439,421370,"1902_13_TeamMD_TeamA2",36,1398980,-2.2158,53.0508,0.0462,1.0995,53.8812,63.3894,24.5997,171.7989,-40.4679,62.6265,70.422,144.5748,-131.5203,264.0555,42.5385,302.3451,67.5924,276.126,53.2836,38.4138,NA,NA,-60.5166,62.1645,NA,NA,56.181,263.9382,0.2019495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_13_TeamMD_TeamA2 36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4365213180554,"game_play",0,"RF",NA,"ground",56.5812,265.7388,0.1605837,"rf_field_x","rf_field_y",67.5924,276.126,6,16.696182761338,2.6571,-1.16489999999999,0
16607,421696,"1902_13_TeamMD_TeamA2",40,1550980,-8.4324,25.0605,1.368,2.2533,59.4912,62.3532,6.5595,134.6502,-62.2965,72.756,-73.2381,137.4288,-91.9761,198.2697,-40.1931,285.0597,107.8314,250.8339,49.3875,45.0408,NA,NA,-61.41,62.4696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_13_TeamMD_TeamA2 40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5351507847185,"game_play",0,"LF",NA,"fielder has it",NA,NA,NA,"lf_field_x","lf_field_y",-91.9761,198.2697,6,NA,-1.6332,3.02699999999999,0
16768,426431,"1902_13_TeamMD_TeamA2",189,6705480,-7.5417,27.0294,1.9842,1.3995,74.5365,92.8383,83.4978,115.8573,-67.644,75.5793,1.4406,133.5924,-114.2769,225.7068,-19.7607,298.0284,194.0835,241.2447,52.6575,44.6271,-6.0432,128.5872,-61.9167,62.8167,-11.9958,12.5202,196.2636,207.2727,-0.341556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_13_TeamMD_TeamA2 189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0838981372041,"game_play",0,"RF",NA,"ground",198.5961,208.1736,-0.1533606,"rf_field_x","rf_field_y",194.0835,241.2447,6,34.041880382993,-4.12589999999997,1.33109999999999,0
17008,433714,"1902_13_TeamMK_TeamB",62,2277160,-3.4308,51.4347,1.8534,3.0693,53.2725,65.5989,25.0503,127.3359,-58.4901,88.5198,-39.3993,150.3474,-109.749,242.5095,-65.826,268.0728,84.3252,241.1601,45.2823,37.6752,NA,NA,-60.9186,62.7594,-14.4612,12.948,-65.1132,237.0714,-0.351051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_13_TeamMK_TeamB 62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9073193326435,"game_play",0,"CF",NA,"ground",-65.9442,238.8117,-0.354063,"cf_field_x","cf_field_y",-65.826,268.0728,6,31.0095934478348,2.6142,2.13390000000004,0
17187,436286,"1902_13_TeamMK_TeamB",127,4491110,-2.1105,45.6066,-1.1619,-3.8688,71.3268,82.5612,28.0929,139.7445,-51.8223,65.3346,-90.6393,157.9785,-128.3607,189.6867,-2.3028,294.396,130.1055,233.9475,38.0658,19.608,0.246,125.6016,-59.1513,62.1576,-15.9783,19.4406,-104.811,145.0434,30.6495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_13_TeamMK_TeamB 127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0457789792506,"game_play",0,"LF",NA,"air",-106.005,146.4768,28.61817,"lf_field_x","lf_field_y",-128.3607,189.6867,6,50.4738804232447,-0.748499999999979,3.98009999999999,0
17374,436484,"1902_13_TeamMK_TeamB",129,4561410,-1.5978,46.3437,0.6963,-6.1662,37.077,78.8403,28.0779,173.0526,-63.4368,84.156,-25.8294,141.1068,-134.4897,242.2041,54.4002,333.5871,99.0555,301.2141,43.5354,31.3182,5.0547,123.7752,-60.4302,62.8185,NA,NA,67.5705,318.441,24.69342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_13_TeamMK_TeamB 129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1834251300226,"game_play",0,"CF",NA,"air",68.706,320.898,22.82658,"cf_field_x","cf_field_y",54.4002,333.5871,6,20.0714012291121,-2.9694,-3.03540000000004,0
17610,438995,"1902_13_TeamMK_TeamB",191,6901860,3.1683,20.7744,1.0395,0.3984,42.2055,71.325,8.5992,136.2522,-57.9138,78.5319,-77.4888,104.9442,-133.4934,214.0128,-21.6939,305.5953,115.7514,240.6453,44.0625,28.5765,NA,NA,-59.4489,62.4516,NA,NA,-130.9836,210.381,-0.0995454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_13_TeamMK_TeamB 191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2887548606468,"game_play",0,"LF",NA,"ground",-131.8614,211.3032,-0.0497727,"lf_field_x","lf_field_y",-133.4934,214.0128,6,4.41464237283158,-2.12430000000001,2.14500000000001,0
17788,444798,"1902_14_TeamMD_TeamA2",21,632947,59.7342,64.002,0.1053,0.9768,65.6916,71.757,62.2428,104.73,-55.8648,66.6957,0.7104,127.1595,-106.8621,230.6319,-22.3956,292.5357,141.5133,229.8162,53.8623,54.6471,4.5189,125.3475,-62.1837,62.7648,NA,NA,-34.6527,161.9049,1.818171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_14_TeamMD_TeamA2 21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3801655764372,"game_play",0,"just ball",NA,"ground",-36.2532,163.3119,2.258826,NA,NA,NA,NA,6,NA,NA,NA,0
17789,444799,"1902_14_TeamMD_TeamA2",21,632997,60.0042,64.1406,0.0924,0.9654,65.6313,71.7036,62.2851,104.5551,-55.8489,66.6876,0.462,127.0116,-106.2741,229.7814,-22.8042,292.0437,141.4836,229.5786,54.8484,55.8048,4.3818,125.6508,-62.2842,62.2524,NA,NA,-36.2532,163.3119,2.258826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_14_TeamMD_TeamA2 21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8728784413328,"game_play",0,"just ball",NA,"ground",-37.8486,164.7069,2.613528,NA,NA,NA,NA,6,NA,NA,NA,0
18057,446446,"1902_14_TeamMD_TeamA2",52,1691526,-24.4518,21.4875,0.2988,2.1594,34.6824,50.2656,76.8891,89.6556,-67.6893,72.9372,0.9342,117.5118,-131.4987,241.7469,42.1683,299.139,116.541,189.5481,59.6946,75.6273,-3.1833,127.0437,-60.1434,62.8995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_14_TeamMD_TeamA2 52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7565843244233,"game_play",0,"RF",NA,"fielder has it",NA,NA,NA,"rf_field_x","rf_field_y",116.541,189.5481,6,NA,0.113100000000003,-0.490499999999997,0
18058,446447,"1902_14_TeamMD_TeamA2",52,1691576,-24.4911,20.7312,0.3087,2.1957,34.5213,50.0772,77.0526,88.9851,-67.5582,72.7974,0.9528,117.6564,-131.4846,241.7232,42.3654,298.953,116.5434,189.7737,59.4951,76.404,-3.2343,126.9834,-60.2646,62.2338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_14_TeamMD_TeamA2 52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.100077720896,"game_play",0,"RF",NA,"fielder has it",NA,NA,NA,"rf_field_x","rf_field_y",116.5434,189.7737,6,NA,0.0668999999999897,-0.602099999999979,0
18268,459413,"1902_14_TeamMK_TeamB",76,2422735,-20.3649,17.9421,1.1472,1.4145,48.33,70.1748,95.9001,135.4446,-64.422,88.371,-3.4047,138.9189,-119.8452,244.6353,52.5087,273.3048,134.5293,195.825,43.9764,39.3837,NA,NA,-61.8987,62.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_14_TeamMK_TeamB 76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3253521438746,"game_play",0,"RF",NA,"fielder has it",NA,NA,NA,"rf_field_x","rf_field_y",134.5293,195.825,6,NA,1.61429999999999,2.01420000000002,0
18670,464918,"1902_14_TeamMK_TeamB",211,6831185,-5.0424,41.7171,0.1932,-0.6651,50.3808,78.0132,23.3691,134.1312,-50.3841,88.3563,-13.2675,143.8719,-111.8049,281.625,-42.8844,319.0767,116.3442,251.253,40.3881,27.5628,NA,NA,-61.7382,62.2647,NA,NA,-75.2268,253.8495,1.539768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_14_TeamMK_TeamB 211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.036807269939,"game_play",0,"LF",NA,"ground",-76.0758,255.4545,1.675809,"lf_field_x","lf_field_y",-111.8049,281.625,6,45.9285945774525,-1.8237,-2.72070000000002,0
19058,467037,"1902_14_TeamMK_TeamB",275,8981685,26.5464,53.0442,5.6523,-2.2779,61.2624,63.1842,17.0118,94.2348,-58.3095,87.0564,-5.6001,123.1593,-98.2488,226.7277,17.0667,264.267,124.6104,203.9295,51.189,50.8104,NA,NA,-61.2927,62.7471,-16.2585,16.2747,29.55543,86.3682,4.72995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_14_TeamMK_TeamB 275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9730983959912,"game_play",0,"just ball",NA,"fielder has it",32.3376,83.8719,4.96314,NA,NA,NA,NA,6,NA,NA,NA,1
19059,467038,"1902_14_TeamMK_TeamB",275,8981735,26.5335,52.971,5.6682,-2.178,61.1871,63.2049,17.0118,94.2348,-58.1781,86.8983,-5.1111,122.7531,-97.854,226.3674,17.3982,263.6013,124.5462,203.2089,52.1988,51.8367,NA,NA,-61.4274,62.0049,-15.5526,15.597,32.3376,83.8719,4.96314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_14_TeamMK_TeamB 275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5333572781289,"game_play",0,"just ball",NA,"fielder has it",35.0847,81.3816,5.12244,NA,NA,NA,NA,6,NA,NA,NA,1
19264,474420,"1902_15_TeamMK_TeamB",167,5567114,-3.2067,30.7992,0.7911,-0.2763,32.976,78.0603,26.7912,155.6595,-69.5967,82.3716,-20.1108,132.4941,-144.0363,245.2866,49.86,328.6809,103.0938,289.9356,50.6649,36.7416,5.7591,123.8631,-60.3639,62.3445,NA,NA,72.1215,281.9421,-0.391125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_15_TeamMK_TeamB 167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.0113471346989,"game_play",0,"CF",NA,"ground",72.7086,283.4262,-0.380832,"cf_field_x","cf_field_y",49.86,328.6809,6,51.7695838083522,-3.7677,-1.0752,0
19529,480502,"1902_16_TeamMD_TeamA2",33,1059673,15.7203,35.8599,0.7398,2.532,45.7617,71.8716,11.4066,155.4276,-65.6022,78.2202,0.2919,129.7167,-125.4165,252.426,56.3496,327.8808,91.0053,316.9614,61.9932,60.4743,NA,NA,-60.8256,62.8953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_16_TeamMD_TeamA2 33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71897163096638,"game_play",0,"CF",NA,"fielder has it",NA,NA,NA,"cf_field_x","cf_field_y",56.3496,327.8808,6,NA,-1.7091,1.38689999999997,0
19726,487029,"1902_16_TeamMD_TeamA2",240,8360816,-9.1146,24.0102,1.7385,3.4476,78.3315,81.6351,89.7816,94.3158,-51.3522,66.6273,-1.2669,120.6663,-125.5887,221.4963,-2.553,296.9691,205.848,194.685,55.6869,85.5666,-15.3501,124.7007,-61.3296,62.0568,-3.9159,3.5232,203.9826,182.0562,-0.370041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_16_TeamMD_TeamA2 240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.4100674770598,"game_play",0,"RF",NA,"ground",204.321,182.8851,-0.357699,"rf_field_x","rf_field_y",205.848,194.685,6,12.7658257312248,-0.473100000000017,0.55019999999999,0
19893,488652,"1902_17_TeamMB_TeamA1",20,606684,1.8156,34.3065,1.8498,4.2915,56.3964,76.113,14.9676,131.6451,-81.975,85.2297,-32.2143,133.1547,-199.2309,211.4229,-66.3078,280.9926,127.3359,226.5804,57.8907,49.1826,NA,NA,-59.7855,62.985,NA,NA,-183.2832,184.7937,-0.842274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_17_TeamMB_TeamA1 20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7317849987705,"game_play",0,"LF",NA,"ground",-183.9114,185.8656,-0.782112,"lf_field_x","lf_field_y",-199.2309,211.4229,6,31.0393851087614,2.06489999999999,1.85550000000001,0
20116,492732,"1902_17_TeamMB_TeamA1",117,4296168,-6.915,24.7791,0.3729,1.6701,43.9731,76.7466,62.9049,120.8703,-59.8512,83.2911,-10.8462,133.0014,-124.0353,208.1313,28.1871,292.2105,108.9615,234.0933,47.5938,35.7897,NA,NA,-61.2525,62.5701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902_17_TeamMB_TeamA1 117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2690170061356,"game_play",0,"RF",NA,"fielder has it",NA,NA,NA,"rf_field_x","rf_field_y",108.9615,234.0933,6,NA,1.32599999999999,1.9083,0
